scenario_id,flow,previous_audit_status,current_verified_status,closure_status,source_evidence,test_evidence,postgres_evidence,browser_evidence,remaining_gap,finding_id,notes
"F-019","WAITLIST","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion job idempotency"
"G-001","LEAVE","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Self leave free participant before cutoff"
"G-002","LEAVE","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Self leave after cutoff"
"G-003","LEAVE","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Self leave after start"
"G-004","LEAVE","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Organizer self leave"
"G-005","LEAVE","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Duplicate self leave"
"G-006","LEAVE","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Leave releases local capacity"
"G-007","LEAVE","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Leave schedules waitlist promotion"
"G-008","LEAVE","MAIN_PARTIAL","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Paid participant self leave"
"G-009","LEAVE","MAIN_PARTIAL","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Subscription participant self leave"
"G-010","LEAVE","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Pending-payment reservation leave"
"G-011","LEAVE","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Ambiguous payment leave"
"G-012","LEAVE","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Partial refund on leave"
"G-013","LEAVE","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Refund forbidden policy"
"G-014","LEAVE","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Entitlement restoration on lk2 leave"
"G-015","LEAVE","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-02","Provider booking cancellation on lk2 leave"
"G-016","LEAVE","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Lose HTTP game chat access after leave"
"G-017","LEAVE","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Stop GAME realtime fanout after leave main"
"G-018","LEAVE","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Stop GAME realtime fanout after leave PR #137"
"G-019","LEAVE","CONTRACT_ONLY","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Notify remaining players after leave"
"G-020","LEAVE","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Concurrent leave and cancel"
"G-021","LEAVE","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Concurrent leave and result submit"
"G-022","LEAVE","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Leave audit/history"
"G-023","LEAVE","NOT_IMPLEMENTED","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Organizer removes participant in lk2"
"G-024","LEAVE","LEGACY_ACTIVE","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Admin removes participant via ph-admin/LK1"
"G-025","LEAVE","LEGACY_ACTIVE","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Staff removal RETURN_VISIT"
"G-026","LEAVE","LEGACY_ACTIVE","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Staff removal NO_RETURN"
"G-027","LEAVE","LEGACY_ACTIVE","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Staff removal stale membership generation"
"G-028","LEAVE","LEGACY_ACTIVE","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Staff removal provider ambiguous recovery"
"G-029","LEAVE","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","System removes expired reservation"
"H-001","CANCEL","CONTRACT_ONLY","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Organizer free cancel frozen main"
"H-002","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Organizer free cancel PR #135"
"H-003","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Non-organizer free cancel PR #135"
"H-004","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Repeat free cancel same key PR #135"
"H-005","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Free cancel stale/replayed result PR #135"
"H-006","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel paid game PR #135"
"H-007","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Admin cancel in lk2"
"H-008","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","System cancel no-show/court failure"
"H-009","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Hard delete game"
"H-010","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Soft delete game"
"H-011","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Draft discard"
"H-012","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Unpublish game in lk2"
"H-013","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Archive game in lk2"
"H-014","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Cancel active provider booking"
"H-015","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Provider cancellation reject"
"H-016","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Provider cancellation ambiguous timeout"
"H-017","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Full refund on cancel"
"H-018","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Partial refunds on cancel"
"H-019","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Multiple participant payments cancel"
"H-020","CANCEL","NOT_IMPLEMENTED","VERIFIED_FAIL_CLOSED","CLOSED_UNSUPPORTED","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Separate compensated/provider design required before support","GL-P0-03","Restore entitlements on cancel"
"H-021","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel joins concurrently"
"H-022","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel vs waitlist promotion"
"H-023","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel after start"
"H-024","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel after result/rating"
"H-025","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel emits outbox in PR #135"
"H-026","CANCEL","CONTRACT_ONLY","REGRESSION_ONLY","DEFERRED_P2_P3","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-CANCEL-COMMS","Cancel notification"
"H-027","CANCEL","NOT_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-CANCEL-COMMS","Cancel revokes chat"
"H-028","CANCEL","CONTRACT_ONLY","REGRESSION_ONLY","DEFERRED_P2_P3","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-CANCEL-COMMS","Cancel realtime invalidation"
"H-029","CANCEL","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel card projection/tombstone"
"H-030","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel activity history entry"
"H-031","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Cancel reconciliation/manual intervention"
"I-001","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; full npm check pending final freeze","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Automatic game start"
